Name:ID¶Signifier¶Statement¶Source
Rule1063¶"A water boundary may be adopted"¶"An existing water boundary may be adopted when the margin of the water body has moved as a result of accretion only if all of the following are true:
Rule1471¶"Accurate definition of boundaries"¶"A boundary must be accurately defined."¶"Cadastral Survey Rules 2021: Part 4 subpart 2"
Rule1488¶"Accurate relation of non-primary parcel boundaries to underlying parcel boundaries"¶"A non-primary parcel boundary must be accurately related to each boundary that defines an underlying parcel if the underlying parcel is not created by the same cadastral survey as the non-primary parcel."¶"Cadastral Survey Rules 2021: r 27(4)"
Rule1184¶"Adopted mark not used as PRM"¶"An adopted mark must not be used as a permanent reference mark."¶"Cadastral Survey Rules 2021: r 33(2)"
Rule1498¶"Adpoted information from source"¶"An adopted piece of information must be copied from the source of the information without change if the information is not any of the following:
|- the conversion of units of measure
|- a bearing adjustment."¶"Cadastral Survey Rules 2021: r 75(1)"
Rule1442¶"Ambiguity and overlap of water or irregular boundaries"¶"A water or irregular boundary that is not an accepted boundary must have its position determined to a level of accuracy [positional] that prevents a parcel defined by the boundary overlapping another parcel."¶"Cadastral Survey Rules 2021: r 29(2)(a); r 29(3)"
Rule1005¶"Approval of CSD 1"¶"A CSD may be an approved CSD only if the CSD is a complete CSD."¶"Cadastral Survey Rules 2021: Part 7"
Rule1108¶"Balance parcel constraint"¶"A balance parcel may be derived only from any of the following primary parcels: 
|- a railway parcel that is not in a record of title
|- a road parcel
|- a fixed marginal strip
|- the bed of a lake
|- the bed of a river
|- the bed of a stream
|- the bed of the sea
|- an access way that is not in a record of title
|- a service lane that is not in a record of title."¶"Cadastral Survey Rules 2021: sch 2, definition of \"balance parcel\""
Rule1416¶"Boundary class exceptions"¶"A water or irregular boundary must not be considered any of the following:
|- a class A boundary
|- a class B boundary
|- a class C boundary
|- a class D boundary."¶"Cadastral Survey Rules 2021: r 29(1)"
Rule1353¶"Boundary converts boundary"¶"A boundary must be considered a boundary that is converted if the boundary is replaced by another boundary that is not of the same boundary form."¶"Cadastral Survey Rules 2021: r 10(3)(b); r 14(c); r 29(1)(f); r 46(6); r 9(3)"
Rule1037¶"Boundary for balance or residual parcel being accepted"¶"An existing boundary that defines a balance parcel or defines a residue parcel may be an accepted boundary only if there is no other new parcel defined by the boundary."¶"Cadastral Survey Rules 2021: r 15(3)"
Rule1251¶"Boundary mark on existing boundary point 1"¶"A mark must be placed at a boundary point that is included in an existing boundary that defines a new primary parcel if it is practicable for the mark to be placed at the boundary point and any of the following is true:
|- the boundary point is subject to conflict
|- the definition of the boundary in an approved CSD is not sufficient to determine the compliance of the boundary with the applicable accuracy standard
|- the boundary is only defined in a diagram on transfer
|- the boundary defines a parcel from which limitation as to parcels is being uplifted
|- the parcel is subject to a claim for adverse possession
|- the boundary point is recorded in a Maori Land CSD that is annotated \"computed plan – areas and boundaries not defined by survey\" 
|- the boundary is recorded in a Maori Land CSD that is annotated \"computed plan – areas and boundaries not defined by survey\"
|- the boundary point is an unmarked boundary point that was included in boundaries that defined only non-primary parcels."¶"Cadastral Survey Rules 2021: r 35(2)(a); r 35(2)(b); r 35(2)(c); r 35(2)(d); r 35(2)(f); r 35(2)(g); r 35(2)(h)"
Rule1420¶"Boundary mark on existing boundary point 2"¶"A mark must be placed at a boundary point that is included in an existing boundary that defines a new primary parcel if all of the following are true:
|- it is practicable for the mark to be placed at the boundary point
|- the boundary defines a parcel that is part of a Hawkes Bay interim title
|- one of the survey purposes is an application to make the Hawkes Bay interim title conclusive."¶"Cadastral Survey Rules 2021: r 35(2)(e)"
Rule1240¶"Boundary mark on new boundary point"¶"A mark need not be placed at a new boundary point that is included in a boundary that defines a new primary parcel if any the following are true:
|- all parcels that are adjacent to the boundary point are new parcels intended to be owned by the Crown
|- all parcels that are adjacent to the boundary point are new parcels intended to be owned by the same territorial authority
|- the Maori Land Court does not require a mark to be placed at a boundary point that is included in the boundary
|- all parcels that are adjacent to the boundary point are or will be held in common ownership
|- the parcels on each side of the boundary are or will be subject to a reciprocal right of way
|- the terrain, ground cover, or protected vegetation make it unlikely that the boundary point will need to be physically located
|- the boundary point results from an existing water or irregular boundary being converted to a right-line boundary that is a class B boundary 
|- the boundary point coincides with a water boundary
|- the boundary point coincides with a water centre-line boundary
|- it is not practicable for a mark to be placed at the boundary point."¶"Cadastral Survey Rules 2021: r 35(1)"
Rule1252¶"Boundary mark on parcel that is limited as to parcels"¶"A boundary mark must not be placed at a boundary point that is included in a boundary that defines a parcel that is limited as to parcels."¶"Cadastral Survey Rules 2021: r 35(3)"
Rule1177¶"Boundary mark reference to permanent reference mark"¶"A referenced boundary mark must be referenced by a permanent reference mark."¶"Cadastral Survey Rules 2021: r 31(b)"
Rule1434¶"Boundary point coincides boundary"¶"A boundary point must be considered a boundary point that is coincident with a boundary if the boundary point is intended to lie on the line of the boundary."¶"Cadastral Survey Rules 2021: r 35(1)(g); r 61(3); r 89(g)(i)"
Rule1250¶"Boundary point reference to permanent reference mark"¶"A referenced boundary point must be referenced by a permanent reference mark."¶"Cadastral Survey Rules 2021: r 31(a)"
Rule1178¶"Boundary point reference to PRM Class A"¶"A class A boundary point must be less than or equal to 150 m from a permanent reference mark if the boundary point is a referenced point."¶"Cadastral Survey Rules 2021: r 32(1)(a); r 32(2); r 51(2)(e); r 64; r 70(1)"
Rule1179¶"Boundary point reference to PRM Class B"¶"A class B boundary point must be less than or equal to 500 m from a permanent reference mark if the boundary point is a referenced point."¶"Cadastral Survey Rules 2021: r 32(1)(b); r 32(2); r 51(2)(f); r 64; r 70(1)"
Rule1180¶"Boundary point reference to PRM Class C"¶"A class C boundary point must be less than or equal to 1000 m from a permanent reference mark if any of the following is true:
|- the boundary point is a referenced boundary point
|- the boundary point is a referenced boundary mark 
|- the boundary point is a referenced height-limited boundary point."¶"Cadastral Survey Rules 2021: r 32(1)(c); r 32(2)"
Rule1091¶"Centre-line easement"¶"An existing centre-line easement parcel need not be represented as a polygon or polyhedron only if any of the following is true:
|- the width of the centre-line easement is unknown
|- the centre-line easement is an accepted boundary."¶"Cadastral Survey Rules 2021: r 49"
Rule1496¶"Certification of CSD"¶"A CSD must be certified and dated by a cadastral surveyor as follows:
|\"I [name], being a licensed cadastral surveyor, certify that—
|(a) this dataset provided by me and its related survey are accurate, correct, and in accordance with the Cadastral Survey Act 2002 and the Cadastral Survey Rules 2020; and
|(b) the survey was undertaken by me or under my personal direction.\""¶"Cadastral Survey Rules 2021: r 73"
Rule1128¶"Class A Accuracy"¶"An accuracy [relative] between a boundary point and another boundary point must be considered a class A accuracy if all of the following are true:
|- the accuracy [relative] is less than or equal to 0.06 + (0.00015 * the horizontal distance between the boundary points)
|- the accuracy [relative] is less than or equal to 0.06 + (0.00015 * the slope distance between the boundary points)."¶"Cadastral Survey Rules 2021: r 27(1)(i)"
Rule1343¶"Class A Boundary"¶"A boundary must be considered a class A boundary if any of the following are true:
|- the boundary is in an urban area
|- the boundary is adjoining an urban area
|- the boundary is intended as a result of a cadastral survey to be in an urban area
|- the boundary defines a parcel that is used intensively for commercial, industrial, or residential purposes
|- the boundary defines a parcel that is intended as a result of a cadastral survey to be used intensively for commercial, industrial, or residential purposes."¶"Cadastral Survey Rules 2021: r 22(1); r 22(2); r 50"
Rule1348¶"Class A Boundary Point"¶"A boundary point must be considered a class A boundary point if the boundary point is included in a class A boundary."¶"Cadastral Survey Rules 2021: r 22(1); r 22(2); r 26; r 50"
Rule1131¶"Class B Accuracy"¶"An accuracy [relative] between a boundary point and another boundary point must be considered a class B accuracy only if all of the following are true:
|- The accuracy [relative] is less than or equal to 0.30 + (0.0006 * the horizontal distance between the boundary points)
|- The accuracy [relative] is less than or equal to 0.30 + (0.0006 * the slope distance between the boundary points)."¶"Cadastral Survey Rules 2021: r 27(1)(ii)"
Rule1344¶"Class B Boundary"¶"A boundary must be considered a class B boundary if the boundary is not any of the following:
|- a class A boundary 
|- a class C boundary
|- a class D boundary."¶"Cadastral Survey Rules 2021: r 23; r 50"
Rule1349¶"Class B Boundary Point"¶"A boundary point must be considered a class B boundary point if all of the following are true:
|- the boundary point is not included in a class A boundary
|- the boundary point is included in a class B boundary."¶"Cadastral Survey Rules 2021: r 23; r 26; r 50"
Rule1363¶"Class B non-primary parcel boundary permitted inaccurate relationship to underlying parcel"¶"A non-primary parcel boundary may be inaccurately determined in a cadastral survey if no primary parcel that underlies that non-primary parcel is created by that cadastral survey and any of the following is true:
|- the non-primary parcel boundary is a class B boundary
|- the non-primary parcel boundary is a class A boundary and each boundary that defines a primary parcel that underlies that non-primary parcel is a class B boundary."¶"Cadastral Survey Rules 2021: r 51(1)(a)"
Rule1835¶"Class B non-primary parcel boundary required inaccurate relationship to underlying parcel 1"¶"A non-primary parcel boundary must be inaccurately determined in a cadastral survey if all of the following are true:
|- no primary parcel that underlies that non-primary parcel is created by that cadastral survey
|- no boundary that defines a primary parcel that underlies that non-primary parcel is an accurately defined boundary."¶"Cadastral Survey Rules 2021: r 51(1)(b)"
Rule1840¶"Class B non-primary parcel boundary required inaccurate relationship to underlying parcel 2"¶"A non-primary parcel boundary must be inaccurately determined in a cadastral survey if all of the following are true:
|- a primary parcel that underlies that non-primary parcel is created by that cadastral survey
|- the non-primary parcel boundary is not accurately determined to a class A boundary or class B boundary of the underlying parcel
|- another non-primary parcel boundary intersects or another non-primary parcel boundary coincides with an accepted boundary of the underlying parcel."¶"Cadastral Survey Rules 2021: r 51(4); r 51(5)"
Rule1133¶"Class C Accuracy"¶"An accuracy [relative] between a boundary point and another boundary point must be considered a class C accuracy only if all of the following are true:
|- The accuracy [relative] is less than or equal to 1.00 + (0.003 * the horizontal distance between the boundary points)
|- The accuracy [relative] is less than or equal to 1.00 + (0.003 * the slope distance between the boundary points)."¶"Cadastral Survey Rules 2021: r 27(1)(iii)"
Rule1345¶"Class C Boundary"¶"A primary parcel boundary must be considered a class C boundary if the boundary is an adopted boundary for which all of the following are true:
|- the boundary defines a majority successor parcel or a new large rural parcel
|- the accuracy [relative] between boundary points that are included in the boundary is not class B accuracy or the boundary defines a parcel that is included in a title that is to remain limited as to parcels or the boundary defines a parcel that is included in a title that is to remain a Hawkes Bay interim title."¶"Cadastral Survey Rules 2021: r 24"
Rule1337¶"Class C boundary for non-primary parcel 1"¶"A non-primary parcel boundary must be considered a class C boundary if any of the following is true:
|- the boundary intersects with a boundary of a majority successor parcel
|- the boundary coincides with a boundary of a majority successor parcel
|- the boundary intersects with a boundary of a new large rural parcel
|- the boundary coincides with a boundary of a new large rural parcel."¶"Cadastral Survey Rules 2021: r 52(1)"
Rule1339¶"Class C boundary for non-primary parcel 2"¶"A non-primary parcel boundary must be considered a class C boundary if the boundary defines a covenant parcel."¶"Cadastral Survey Rules 2021: r 52(2)"
Rule1338¶"Class C boundary for non-primary parcel 3"¶"A non-primary parcel boundary must be considered a class C boundary if all of the following are true:
|- the boundary defines a new easement parcel
|- no underlying parcel is created by the cadastral survey
|- all underlying parcels are held in a single estate that has an area [quantity] greater than 100 ha."¶"Cadastral Survey Rules 2021: r 52(3)"
Rule1285¶"Class C for common marine and coastal area"¶"A non-primary parcel boundary must be considered a class C boundary if the non-primary parcel is within the common marine and coastal area."¶"Cadastral Survey Rules 2021: r 66"
Rule1364¶"Class C non-primary parcel accuracy 1"¶"A non-primary parcel boundary may be inaccurately determined in a cadastral survey only if all of the following are true:
|- the non-primary parcel is an easement parcel or covenant parcel
|- the non-primary parcel boundary is a class C boundary."¶"Cadastral Survey Rules 2021: r 53(1)"
Rule1347¶"Class D Boundary"¶"A boundary must be considered a class D boundary if the boundary is an accepted boundary."¶"Cadastral Survey Rules 2021: r 25"
Rule1351¶"Class D Boundary Point"¶"A boundary point must be considered a class D boundary point if all of the following are true:
|- the boundary point is not included in a class A boundary
|- the boundary point is not included in a class B boundary
|- the boundary point is not included in a class C boundary
|- the boundary point is included in a class D boundary."¶"Cadastral Survey Rules 2021: r 25; r 26"
Rule1075¶"Complete CSD - movable marginal strip 1"¶"A parcel that is a movable marginal strip included in a CSD must be depicted on a title diagram as being contained within the underlying primary parcel of the movable marginal strip."¶"Cadastral Survey Rules 2021: r 99"
Rule1239¶"Connection - horizontal datum 1"¶"A boundary point that is included in a boundary that defines a new primary parcel must be connected to a cadastral survey network mark that is less than and equal to 1,000m from the boundary point by a series of vectors that consists only of vectors that are adopted or measured if any of the following is true:
|- the boundary point is a new boundary point
|- the boundary point is a new boundary mark
|- the boundary point is a old boundary mark."¶"Cadastral Survey Rules 2021: r 17(1)(a); r 17(2)"
Rule1123¶"Connection - horizontal datum 2"¶"A boundary point that is included in a boundary that defines a new primary parcel may be connected to only cadastral survey network marks that are more than 1,000m from the boundary point only if all of the following are true:
|- there are no existing cadastral survey network marks that are less than or equal to 1,000m from the boundary point
|- the boundary point is connected to the cadastral survey network marks by a series of vectors that consists only of vectors that are adopted or measured
|- the boundary point is a new boundary point or a new boundary mark or a old boundary mark."¶"Cadastral Survey Rules 2021: r 17"
Rule1107¶"Content of simple boundary reinstatement CSD"¶"A simple boundary reinstatement CSD must include all of the following:
|- a record of survey 
|- a survey report
|- a dataset description that includes the survey purpose and the legal description of the parcel whose boundary is being reinstated
|- a statement of certification."¶"Cadastral Survey Rules 2021: r 117"
Rule1259¶"CSD number for unit title development"¶"A CSD for a unit title development that is to be deposited in substitution for a previously deposited CSD must retain the same CSD number as the previously deposited CSD."¶"Cadastral Survey Rules 2021: r 59"
Rule1497¶"Data compliance"¶"A CSD must comply with the cadastral survey rules when providing data about the following:
|- a bearing
|- a distance
|- a reduced level
|- an area [quantity]."¶"Cadastral Survey Rules 2021: r 74(3)"
Rule1142¶"Definition of existing boundary point being marked"¶"An existing boundary point that has a new mark being placed at the boundary point must be defined by survey."¶"Cadastral Survey Rules 2021: r 13(d)"
Rule1143¶"Definition of existing boundary point required to be marked"¶"A boundary point that is included in an existing boundary that defines a new primary parcel must be defined by survey if any of the following are true:
|- the boundary point is subject to conflict
|- the boundary point is included in an existing boundary that is defined in an approved CSD where the definition of the existing boundary is insufficient for determining the compliance of the boundary with the applicable accuracy standard
|- the boundary point is included in an existing boundary that is only defined in a diagram on transfer 
|- the boundary point is included in an existing boundary that defines a parcel from which limitation as to parcels is being uplifted 
|- the boundary point is included in an existing boundary of a parcel from which the interim nature of the Hawkes Bay interim title is being removed
|- the boundary point is included in an existing boundary of a parcel that is subject to a claim for adverse possession
|- the boundary point is recorded in a Maori land CSD that is annotated \"computed plan-areas and boundaries not defined by survey\"
|- the boundary point was an unmarked boundary point that is included in a boundary defining a non-primary parcel."¶"Cadastral Survey Rules 2021: r 13(d); r 35(2)"
Rule1140¶"Definition of new boundary point"¶"A new boundary point must be defined by survey."¶"Cadastral Survey Rules 2021: r 13(b)"
Rule1139¶"Definition of new irregular boundary"¶"A new irregular boundary must be defined by survey."¶"Cadastral Survey Rules 2021: r 13(a)"
Rule1137¶"Definition of new water boundary"¶"A new water boundary must be defined by survey."¶"Cadastral Survey Rules 2021: r 13(a)"
Rule1141¶"Definition of right line boundary replacing irregular, water or water centreline boundary"¶"A new right-line boundary must be defined by survey if the right-line boundary converts a water or irregular boundary."¶"Cadastral Survey Rules 2021: r 13(c)"
Rule1333¶"Derivation of acceptance of non-primary boundaries"¶"An existing non-primary parcel boundary must be considered an accepted boundary if the boundary is within a large rural parcel defined by accepted boundaries."¶"Cadastral Survey Rules 2021: r 54"
Rule1489¶"Derivation of accurate relation of boundaries"¶"A boundary may be considered a boundary accurately related to another boundary only if the boundary consists of boundary points that are all accurately related to each boundary point that is included in the other boundary."¶"Cadastral Survey Rules 2021: r 27(4)"
Rule1470¶"Derivation of accurately defined boundary"¶"A boundary must be considered a boundary that is accurately defined if each boundary point that is included in the boundary is an accurately defined boundary point."¶"Cadastral Survey Rules 2021: Part 4 subpart 2"
Rule1830¶"Derivation of accurately determined non-primary parcel boundary"¶"A non-primary parcel boundary must be considered a non-primary parcel boundary that is accurately determined if at least two boundary points that is included in any non-primary parcel boundaries are each connected to different boundary points that is included in boundaries defining any primary parcel that underlies the non-primary parcel."¶"Cadastral Survey Rules 2021: Inferred from r 89(g)(i)"
Rule1144¶"Derivation of affected by ground movement"¶"A boundary must be considered to be affected by ground movement if all of the following are true:
|- ground movement has distorted land crossed by the boundary in excess of the tolerance for the accuracy class relevant to the boundary
|- the boundary has not been subsequently defined by survey and recorded in an approved CSD."¶"Cadastral Survey Rules 2021: r 108; Sch 2, definition of \"affected boundary\""
Rule1503¶"Derivation of boundary defined by survey"¶"A boundary must be considered a boundary that is defined by survey if a cadastral surveyor performs all of the following:
|- gathers all evidence relevant to the definition of the boundary
|- interprets that evidence in accordance with all relevant enactments and rules of law
|- uses that evidence to determine the correct position of the boundary in relation to other boundaries."¶"Cadastral Survey Rules 2021: r 6; https://jira.linz.govt.nz/browse/BRC-160"
Rule1838¶"Derivation of boundary point defined by survey"¶"A boundary point must be considered a boundary point that is defined by survey if a cadastral surveyor performs all of the following:
|- gathers all evidence relevant to the definition of the boundary point
|- interprets that evidence in accordance with all relevant enactments and rules of law
|- uses that evidence to determine the correct position of the boundary point in relation to other boundary points."¶"Cadastral Survey Rules 2021: r 6; https://jira.linz.govt.nz/browse/BRC-160"
Rule1379¶"Derivation of boundary point is subject to conflict"¶"A boundary point must be considered a boundary point subject to conflict if the boundary point is included in a boundary subject to conflict."¶"Cadastral Survey Rules 2021: sch 2, definition of \"conflict\""
Rule1465¶"Derivation of class A accurate relation of boundary points"¶"A class A boundary point must be considered a boundary point accurately related to another class A boundary point only if the accuracy [relative] between the boundary points is class A accuracy."¶"Cadastral Survey Rules 2021: r 22(1); r 22(2); r 27(1); r 27(2); r 27(3); r 27(4)"
Rule1378¶"Derivation of class A boundary is subject to accuracy conflict with estate boundary"¶"A class A boundary that is recorded in an approved CSD must be considered a boundary subject to conflict if all of the following are true:
|- the accuracy [relative] between a boundary point that is included in the boundary and another boundary point that is included in an estate boundary that coincides with the boundary is not class A accuracy
|- the conflict is not resolved in another approved CSD."¶"Cadastral Survey Rules 2021: sch 2, definition of \"conflict\" (a)(i), (b)"
Rule1430¶"Derivation of class A boundary is subject to position conflict with estate boundary"¶"A class A boundary recorded in an approved CSD must be considered a boundary subject to conflict if all of the following are true:
|- the accuracy [relative] between boundary points that are included in the boundary is not class A when other approved CSDs that record the boundary are taken into consideration
|- the conflict is not resolved in another approved CSD."¶"Cadastral Survey Rules 2021: sch 2, definition of \"conflict\" (a)(i), (b)"
Rule1466¶"Derivation of class B accurate relation of boundary points"¶"A class B boundary point must be considered a boundary point accurately related to another boundary point only if the accuracy [relative] between the boundary points is class B accuracy when the other boundary point is any of:
|- a class A boundary point
|- a class B boundary point."¶"Cadastral Survey Rules 2021: r 23; r 27(1); r 27(2); r 27(3); r 27(4)"
Rule1422¶"Derivation of class B boundary is subject to conflict with estate boundary"¶"A class B boundary must be considered a boundary subject to conflict if all of the following are true:
|- the boundary is an existing boundary
|- the accuracy [relative] between a boundary point that is included in the boundary and a boundary point that is included in an estate boundary that coincides with the boundary is not class B."¶"Cadastral Survey Rules 2021: sch 2, definition of \"conflict\" (a)(i), (b)"
Rule1467¶"Derivation of class C accurate relation of boundary points"¶"A class C boundary point must be considered a boundary point accurately related to another boundary point only if the accuracy [relative] between the boundary points is class C accuracy when the other boundary point is any of:
|- a class A boundary point
|- a class B boundary point
|- a class C boundary point."¶"Cadastral Survey Rules 2021: r 24; r 27(1); r 27(2); r 27(3); r 27(4)"
Rule1421¶"Derivation of class C boundary is subject to conflict with estate boundary"¶"A class C boundary must be considered a boundary subject to conflict if all of the following are true:
|- the boundary is an existing boundary
|- the accuracy [relative] between a boundary point that is included in the boundary and a boundary point that is included in an estate boundary that coincides with the boundary is not class C."¶"Cadastral Survey Rules 2021: sch 2, definition of \"conflict\" (a)(i), (b)"
Rule1350¶"Derivation of Class C Boundary Point"¶"A boundary point must be considered a class C boundary point if all of the following are true:
|- the boundary point is not included in a class A boundary
|- the boundary point is not included in a class B boundary
|- the boundary point is included in a class C boundary."¶"Cadastral Survey Rules 2021: r 24; r 26"
Rule1468¶"Derivation of class D accurate relation of boundary points"¶"A class D boundary point must be considered a boundary point accurately related to another boundary point only if the accuracy [relative] between the boundary points is class D accuracy."¶"Cadastral Survey Rules 2021: r 25; r 27(1); r 27(2); r 27(3); r 27(4)"
Rule1423¶"Derivation of class D boundary is subject to conflict with estate boundary"¶"A class D boundary must be considered a boundary subject to conflict if all of the following are true:
|- the boundary is an existing boundary
|- the accuracy [relative] between a boundary point that is included in the boundary and a boundary point that is included in an estate boundary that coincides with the boundary is not class D."¶"Cadastral Survey Rules 2021: sch 2, definition of \"conflict\" (a)(i), (b)"
Rule1003¶"Derivation of Complete CSD 1"¶"A CSD must be considered a complete CSD only if the CSD consists of a record of survey."¶"Cadastral Survey Rules 2021: r 71(a)"
Rule1004¶"Derivation of Complete CSD 2"¶"A CSD for a cadastral survey that creates a parcel must be considered a complete CSD only if the CSD consists of a title plan."¶"Cadastral Survey Rules 2021: r 71(b)"
Rule1092¶"Derivation of Complete CSD 3"¶"A CSD must be considered a complete CSD only if the CSD consists of a dataset description."¶"Cadastral Survey Rules 2021: r 71(c)"
Rule1096¶"Derivation of Complete CSD 4"¶"A CSD must be considered a complete CSD only if the CSD consists of a survey report."¶"Cadastral Survey Rules 2021: r 71(d)"
Rule1429¶"Derivation of Complete CSD 5"¶"A CSD must be considered a complete CSD only if the CSD consists of all relevant field information related to that CSD in a form that ensures permanent usability."¶"Cadastral Survey Rules 2021: r 71(e)"
Rule1097¶"Derivation of Complete CSD 6"¶"A CSD must be considered a complete CSD only if the CSD includes an accurate record of the position of each new water boundary that is in that CSD."¶"Cadastral Survey Rules 2021: r 71(f)"
Rule1493¶"Derivation of Complete CSD 7"¶"A CSD must be considered a complete CSD only if the CSD includes a certification of survey plan approval if the CSD is for a Crown subdivision."¶"Cadastral Survey Rules 2021: r 72(b)"
Rule1093¶"Derivation of dataset description 1"¶"A dataset description included in a CSD must have a parcel ID for each primary parcel that is created by the cadastral survey."¶"Cadastral Survey Rules 2021: r 71(c)(i)"
Rule1094¶"Derivation of dataset description 2"¶"A dataset description included in a CSD must have the survey purpose if the CSD is a land transfer CSD."¶"Cadastral Survey Rules 2021: r 71(c)(ii)"
Rule1095¶"Derivation of dataset description 3"¶"A dataset description included in a CSD must have a parcel ID for each underlying parcel in that CSD if the CSD is a land transfer CSD."¶"Cadastral Survey Rules 2021: r 71(c)(iii)"
Rule1172¶"Derivation of extinguished parcel"¶"An existing parcel must be considered an extinguished parcel if any of the following is true:
|- the existing parcel has been replaced by at least one new parcel
|- the existing parcel has expired."¶"Survey Knowledge Portal: Parcel Actions; https://confluence.linz.govt.nz/display/public/OP/Parcel+Actions"
Rule1831¶"Derivation of inaccurately determined class B non-primary parcel boundary"¶"A class B boundary for a non-primary parcel must be considered a non-primary parcel boundary that is inaccurately determined if all of the following are true:
